Reaction,LowerBound,UpperBound,width,iswidthzero,arebothboundszero,isnotreversible
GLNS,0,3.3497763078,3.3497763078,0,0,1
GLNTRS,0,0,0,1,1,1
GLNabcpp,0,0,0,1,1,1
GLNtex,0,0,0,1,1,1
GLTPD,0,0,0,1,1,1
GLU5K,0,3.0355661239,3.0355661239,0,0,1
GLUABUTt7pp,0,1000,1000,0,0,1
GLUCYS,0,0.8301770604,0.8301770604,0,0,1
GLUDC,0,0.2178542628,0.2178542628,0,0,1
GLUDy,-2.6960564211,3.3497763078,6.0458327289,0,0,0
GLUN,0,3.3497763078,3.3497763078,0,0,1
GLUNpp,0,0,0,1,1,1
GLUPRT,-1.03554652564143E-15,0.343546031,0.343546031,0,0,0
GLUR,-0.1046291984,0,0.1046291984,0,0,1
GLUSy,0,3.3497763078,3.3497763078,0,0,1
GLUTRR,0,0.2178542628,0.2178542628,0,0,1
GLUTRS,0,0.2178542628,0.2178542628,0,0,1
GLUabcpp,0,3.3497763078,3.3497763078,0,0,1
GLUt2rpp,-1000,0.8301770604,1000.8301770604,0,0,0
GLUt4pp,0,1000,1000,0,0,1
GLUtex,-0.2178542628,0,0.2178542628,0,0,1
GLXCL,0,0.2406043042,0.2406043042,0,0,1
GLYALDtex,-0.23,0,0.23,0,0,1
GLYALDtpp,-0.23,0,0.23,0,0,1
GLYAT,-0.7209691656,8.6010809793,9.3220501449,0,0,0
GLYBabcpp,0,0,0,1,1,1
GLYBt2pp,0,0,0,1,1,1
GLYBtex,0,0,0,1,1,1
GLYC2Pabcpp,0,0,0,1,1,1
GLYC2Ptex,0,0,0,1,1,1
GLYC3Pabcpp,0,0.5582960513,0.5582960513,0,0,1
GLYC3Pt6pp,0,0.5606807265,0.5606807265,0,0,1
GLYC3Ptex,-0.0194,0,0.0194,0,0,1
GLYCAt2rpp,-0.2019869994,0,0.2019869994,0,0,1
GLYCAtex,-0.2019869994,0,0.2019869994,0,0,1
GLYCDx,0,0.7848842257,0.7848842257,0,0,1
GLYCK,0,0.2406043042,0.2406043042,0,0,1
GLYCK2,0,0.2406043042,0.2406043042,0,0,1
GLYCL,0,0.7200660732,0.7200660732,0,0,1
GLYCLTDx,0,2.2550375793,2.2550375793,0,0,1
GLYCLTDy,0,2.2550375793,2.2550375793,0,0,1
GLYCLTt2rpp,-1000,-4.54747350886464E-13,1000,0,0,1
GLYCLTt4pp,0,1000,1000,0,0,1
GLYCLTtex,-0.3949682089,0,0.3949682089,0,0,1
GLYCTO2,0,2.2550375793,2.2550375793,0,0,1
GLYCTO3,0,2.2550375793,2.2550375793,0,0,1
GLYCTO4,0,0.6346493002,0.6346493002,0,0,1
GLYCtex,-0.23,0,0.23,0,0,1
GLYCtpp,-0.6728168678,0.23,0.9028168678,0,0,0
GLYK,0,3.3497763078,3.3497763078,0,0,1
GLYOX,0,0.722114733,0.722114733,0,0,1
GLYOX3,0,0.722114733,0.722114733,0,0,1
GLYTRS,0,0,0,1,1,1
GLYt2pp,0,1000,1000,0,0,1
GLYt2rpp,-1000,0,1000,0,0,1
GLYt4pp,0,1000,1000,0,0,1
GLYtex,-0.6231473239,0,0.6231473239,0,0,1
GMAND,0,0,0,1,1,1
GMHEPAT,0,0.0194,0.0194,0,0,1
GMHEPK,0,0.0194,0.0194,0,0,1
GMHEPPA,0,0.0194,0.0194,0,0,1
GMPR,0,1.6445302975,1.6445302975,0,0,1
GMPS2,0,1.6445302975,1.6445302975,0,0,1
GMPtex,0,0,0,1,1,1
GND,-8.18520690228585E-07,0.2019708875,0.201971706,0,0,0
GNK,0,0.23,0.23,0,0,1
GOFUCR,0,0,0,1,1,1
GP4GH,0,0,0,1,1,1
GPDDA1,0,0,0,1,1,1
GPDDA1pp,0,0,0,1,1,1
GPDDA2,0,0.4833411131,0.4833411131,0,0,1
GPDDA2pp,0,0.4172955356,0.4172955356,0,0,1
GPDDA3,0,0,0,1,1,1
GPDDA3pp,0,0,0,1,1,1
GPDDA4,0,0.5582960513,0.5582960513,0,0,1
GPDDA4pp,0,0.4205105449,0.4205105449,0,0,1
GPDDA5,0,0,0,1,1,1
GPDDA5pp,0,0,0,1,1,1
GRTT,0,1.98154336004838E-05,1.98154336004838E-05,0,0,1
GRXR,0,0.4943922559,0.4943922559,0,0,1
GSNK,0,3.3497763078,3.3497763078,0,0,1
GSNt2pp,0,0,0,1,1,1
GSNtex,0,0,0,1,1,1
GSPMDA,0,3.3497763078,3.3497763078,0,0,1
GSPMDS,0,3.3497763078,3.3497763078,0,0,1
GTHOXtex,8.6776268907011E-18,0,-8.6776268907011E-18,0,0,1
GTHOr,0,1.2540379222,1.2540379222,0,0,1
GTHPi,0,1.2401542607,1.2401542607,0,0,1
GTHRDHpp,0,0.8301770604,0.8301770604,0,0,1
GTHRDabc2pp,0,1.6748881539,1.6748881539,0,0,1
GTHRDabcpp,0,1.6748881539,1.6748881539,0,0,1
GTHRDtex,-0.0957027744,0,0.0957027744,0,0,1
GTHS,0,0.8301770604,0.8301770604,0,0,1
GTPCI,1.18920701736545E-13,1.86645900429794E-05,1.86645899240587E-05,0,0,1
GTPCII2,7.92804712124954E-14,9.33229502143793E-06,9.33229494215746E-06,0,0,1
GTPDPDP,0,1.6748881539,1.6748881539,0,0,1
GTPDPK,0,3.3497763078,3.3497763078,0,0,1
GTPHs,0,1.1165921026,1.1165921026,0,0,1
GTPtex,0,0,0,1,1,1
GUACYC,0,0.0088207221,0.0088207221,0,0,1
GUAD,0,1.1165921026,1.1165921026,0,0,1
GUAPRT,0,3.3497763078,3.3497763078,0,0,1
GUAt2pp,0,14.7817353601,14.7817353601,0,0,1
GUAtex,-0.2344522774,0,0.2344522774,0,0,1
GUAtpp,-14.78173534,0,14.78173534,0,0,1
GUI1,0,0,0,1,1,1
GUI2,0,0,0,1,1,1
GUR1PPpp,0,0,0,1,1,1
H2O2tex,0,0,0,1,1,1
H2Otex,-502.552261387,0.8511938975,503.4034552845,0,0,0
H2Otpp,-4.7420668871,0.8511938975,5.5932607846,0,0,0
H2SO,0,0.4511279742,0.4511279742,0,0,1
H2St1pp,0,0.4607264417,0.4607264417,0,0,1
H2Stex,-0.46072644,0,0.46072644,0,0,1
H2tex,0,0,0,1,1,1
H2tpp,0,0,0,1,1,1
HACD1,-0.2026449734,0.1725,0.3751449734,0,0,0
HACD2,-0.2026449734,0.1725,0.3751449734,0,0,0
HACD3,-0.2026449734,0.0581124586,0.260757432,0,0,0
HACD4,-0.4179111706,0.0581124586,0.4760236292,0,0,0
HACD5,-0.6471832225,0.0581124586,0.7052956811,0,0,0
HACD6,-0.6471832241,0.0186612936,0.6658445177,0,0,0
HACD7,-0.6471832241,0.0093306468,0.6565138709,0,0,0
HACD8,-0.6471832225,0.0010174713,0.6482006938,0,0,0
HADPCOADH3,0,0,0,1,1,1
HBZOPT,0,4.66614751093875E-06,4.66614751093875E-06,0,0,1
HCINNMt2rpp,0,0,0,1,1,1
HCINNMtex,0,0,0,1,1,1
HCO3E,4.54861451371415E-13,3.3497763078,3.3497763078,0,0,1
HCYSMT,0,0.0608574333,0.0608574333,0,0,1
HCYSMT2,0,0,0,1,1,1
HDCAtexi,0,0,0,1,1,1
HDCEAtexi,0,0,0,1,1,1
HEMEOS,0,4.66614751054482E-06,4.66614751054482E-06,0,0,1
HEPK1,0,0.00485,0.00485,0,0,1
HEPK2,0,0.00485,0.00485,0,0,1
HEPT1,0,0.00485,0.00485,0,0,1
HEPT2,0,0.00485,0.00485,0,0,1
HEPT3,0,0.00485,0.00485,0,0,1
HEPT4,0,0.00485,0.00485,0,0,1
HETZK,0,0,0,1,1,1
HEX1,0,3.5779300417,3.5779300417,0,0,1
HEX4,0,3.3497763078,3.3497763078,0,0,1
HEX7,0,3.5779300417,3.5779300417,0,0,1
HEXt2rpp,-3.3798854236,9.3277756581396E-13,3.3798854236,0,0,0
HG2abcpp,0,0,0,1,1,1
HG2t3pp,0,0,0,1,1,1
HG2tex,0,0,0,1,1,1
HISTD,0,0.0608574333,0.0608574333,0,0,1
HISTP,0,0.0608574333,0.0608574333,0,0,1
HISTRS,0,0,0,1,1,1
HISabcpp,0,3.3497763078,3.3497763078,0,0,1
HISt2rpp,-3.3497762878,0,3.3497762878,0,0,1
HIStex,-0.0608574333,0,0.0608574333,0,0,1
HKNDDH,0,0,0,1,1,1
HKNTDH,0,0,0,1,1,1
HMBS,0,0.0272317829,0.0272317829,0,0,1
HMPK1,0,0,0,1,1,1
HOMt2pp,0,0.3111355976,0.3111355976,0,0,1
HOMtex,-0.311135597,0,0.311135597,0,0,1
HOPNTAL,0,0,0,1,1,1
HPPK2,0,1.86645900430688E-05,1.86645900430688E-05,0,0,1
HPPPNDO,0,0,0,1,1,1
HPPPNt2rpp,0,0,0,1,1,1
HPPPNtex,0,0,0,1,1,1
HPYRI,-1000,0,1000,0,0,1
HPYRRx,0,1000,1000,0,0,1
HPYRRy,0,8.6004969793,8.6004969793,0,0,1
HSDy,-0.7209691656,0,0.7209691656,0,0,1
HSK,0,0.7209691671,0.7209691671,0,0,1
HSST,0,0.0478513872,0.0478513872,0,0,1
HSTPT,0,0.0608574333,0.0608574333,0,0,1
HXAND,0,1.1070787974,1.1070787974,0,0,1
HXAtex,-0.1725,0,0.1725,0,0,1
HXCT,0,0.0957027744,0.0957027744,0,0,1
HXPRT,0,3.3497763078,3.3497763078,0,0,1
HYD1pp,0,0,0,1,1,1
HYD2pp,0,0,0,1,1,1
HYD3pp,0,0,0,1,1,1
HYPOE,0,3.3497763078,3.3497763078,0,0,1
HYXNtex,-0.2480437138,0,0.2480437138,0,0,1
HYXNtpp,-0.2480437138,0,0.2480437138,0,0,1
Htex,-2.3724316481,1000,1002.3724316481,0,0,0
I2FE2SR,0,1.719568742568E-08,1.719568742568E-08,0,0,1
I2FE2SS,0,0.000005782,0.000005782,0,0,1
I2FE2SS2,2.36579563085644E-21,0.000005252,0.000005252,0,0,1
I2FE2ST,0,5.63116881130701E-07,5.63116881130701E-07,0,0,1
I4FE4SR,0,0.000005252,0.000005252,0,0,1
I4FE4ST,-1.1055165181664E-22,0.000005252,0.000005252,0,0,0
ICDHyr,-2.39793537658467E-12,0.2178542628,0.2178542628,0,0,0
ICHORS,-1000,0.0714869876,1000.0714869876,0,0,0
ICHORSi,0,1000,1000,0,0,1
ICHORT,-7.77615388038586E-22,0.0714869876,0.0714869876,0,0,0
ICL,-8.01409576581018E-13,0.261530733,0.261530733,0,0,0
ICYSDS,0,3.69316159479319E-05,3.69316159479319E-05,0,0,1
IDOND,-8.6004969693,0.23,8.8304969693,0,0,0
IDOND2,0,8.6004969793,8.6004969793,0,0,1
IDONt2rpp,-0.23,0,0.23,0,0,1
IDONtex,-0.23,0,0.23,0,0,1
IG3PS,0,0.0608574333,0.0608574333,0,0,1
IGPDH,0,0.0608574333,0.0608574333,0,0,1
IGPS,0,0.0357434938,0.0357434938,0,0,1
ILETA,-0.1759568424,0,0.1759568424,0,0,1
ILETRS,0,0,0,1,1,1
ILEabcpp,0,3.3497763078,3.3497763078,0,0,1
ILEt2rpp,-3.3497762878,0,3.3497762878,0,0,1
ILEtex,-0.1759568424,0,0.1759568424,0,0,1
IMPC,-0.3435844683,2.66529252028256E-18,0.3435844683,0,0,0
IMPD,0,1.6445302975,1.6445302975,0,0,1
IMPtex,0,0,0,1,1,1
INDOLEt2pp,0,1000,1000,0,0,1
INDOLEt2rpp,-0.0357434938,1000,1000.0357434938,0,0,0
INDOLEtex,-0.0357434938,0,0.0357434938,0,0,1
INOSTt4pp,0,0,0,1,1,1
INSH,0,3.3497763078,3.3497763078,0,0,1
INSK,0,3.3497763078,3.3497763078,0,0,1
INSTtex,6.61140568185249E-29,2.10362908058936E-30,-6.40104277379356E-29,0,0,1
INSt2pp,0,1000,1000,0,0,1
INSt2rpp,-1000,0,1000,0,0,1
INStex,-0.0608574333,0,0.0608574333,0,0,1
IPDDI,-0.0001188298,1.98154335989547E-05,0.0001386452,0,0,0
IPDPS,0,0.0001386453,0.0001386453,0,0,1
IPMD,0,0.1778805495,0.1778805495,0,0,1
IPPMIa,-0.1778805494,0,0.1778805494,0,0,1
IPPMIb,-0.1778805494,0,0.1778805494,0,0,1
IPPS,-8.04494572844131E-18,0.1778805495,0.1778805495,0,0,0
ISETACabcpp,-4.82357482331125E-21,0,4.82357482331125E-21,0,0,1
ISETACtex,-4.82357482331125E-21,0,4.82357482331125E-21,0,0,1
K2L4Aabcpp,0,0.0097,0.0097,0,0,1
K2L4Aabctex,0,0.0097,0.0097,0,0,1
KARA1,-0.23,4.6031834009503E-17,0.23,0,0,0
KARA2,0,0.1759568427,0.1759568427,0,0,1
KAS14,0,0.2026449742,0.2026449742,0,0,1
KAS15,0,0.2026449742,0.2026449742,0,0,1
KDOCT2,-1.38602861047332E-27,0.0194,0.0194,0,0,0
KDOPP,-1.38602861047332E-27,0.0194,0.0194,0,0,0
KDOPS,-1.38602861047332E-27,0.0194,0.0194,0,0,0
KG6PDC,0,0,0,1,1,1
Kabcpp,0,3.1997476669,3.1997476669,0,0,1
Kt2pp,0,7.39086768,7.39086768,0,0,1
Kt3pp,0,7.39086768,7.39086768,0,0,1
Ktex,3.08880719236675E-28,0.0039255883,0.0039255883,0,0,1
L_DASH_LACD2,0,0.722114733,0.722114733,0,0,1
L_DASH_LACD3,0,0.722114733,0.722114733,0,0,1
L_DASH_LACt2rpp,-0.3916574062,0,0.3916574062,0,0,1
L_DASH_LACtex,-0.3916574062,0,0.3916574062,0,0,1
LA4NTpp,0,0.00485,0.00485,0,0,1
LACZ,0,0,0,1,1,1
LACZpp,0,0,0,1,1,1
LADGMDH,0,0.1046291986,0.1046291986,0,0,1
LALADGLUtex,-6.19070921323833E-30,0,6.19070921323833E-30,0,0,1
LALADGLUtpp,0,0,0,1,1,1
LALALGLUtex,3.11392462587241E-33,0,-3.11392462587241E-33,0,0,1
LALALGLUtpp,0,0,0,1,1,1
LALDO2x,0,0.3301117044,0.3301117044,0,0,1
LALDO3,0,0.722114733,0.722114733,0,0,1
LALGP,0,0.1046291986,0.1046291986,0,0,1
LCADi,0,0.722114733,0.722114733,0,0,1
LCARR,0,0.3301117044,0.3301117044,0,0,1
LCARS,0,0.3263792451,0.3263792451,0,0,1
LCTSt3ipp,0,7.39086768,7.39086768,0,0,1
LCTStex,0,0,0,1,1,1
LCTStpp,0,7.39086768,7.39086768,0,0,1
LDH_D,-2.2550375793,0.722114733,2.9771523123,0,0,0
LDH_D2,0,2.2550375793,2.2550375793,0,0,1
LEUTAi,0,0.1778805495,0.1778805495,0,0,1
LEUTRS,0,0,0,1,1,1
LEUabcpp,0,3.3497763078,3.3497763078,0,0,1
LEUt2rpp,-3.4310882143,1.68701858038745E-16,3.4310882143,0,0,0
LEUtex,-0.1778805494,1.68701858038745E-16,0.1778805494,0,0,0
LGTHL,0,0.722114733,0.722114733,0,0,1
LIPACabcpp,0,0.0093306468,0.0093306468,0,0,1
LIPAHT2ex,0,0,0,1,1,1
LIPAHTex,0,0,0,1,1,1
LIPAMPL,-6.54076675797069E-17,0,6.54076675797069E-17,0,0,1
LIPATPT,0,0,0,1,1,1
LIPAabcpp,-4.16333634234434E-17,0.0096854098,0.0096854098,0,0,0
LIPAabctex,-4.16333634234434E-17,0.0096854098,0.0096854098,0,0,0
LIPOCT,0,3.52426510930269E-09,3.52426510930269E-09,0,0,1
LIPOS,0,3.52426510930269E-09,3.52426510930269E-09,0,0,1
LIPOt2pp,0,0,0,1,1,1
LIPOtex,0,0,0,1,1,1
LPADSS,-7.42654018344396E-28,0.0097,0.0097,0,0,0
LPLIPAL1A120pp,-8.96831017167883E-44,0.5606807265,0.5606807265,0,0,0
LPLIPAL1A140pp,0,0.5606807265,0.5606807265,0,0,1
LPLIPAL1A141pp,0,0.5606807265,0.5606807265,0,0,1
LPLIPAL1A160pp,0,0.5606807265,0.5606807265,0,0,1
LPLIPAL1A161pp,2.13950713133291E-30,0.5606807265,0.5606807265,0,0,1
LPLIPAL1A180pp,0,0.5606807265,0.5606807265,0,0,1
LPLIPAL1A181pp,1.27845855710367E-29,0.5606807265,0.5606807265,0,0,1
LPLIPAL1E120pp,0,0.4172955356,0.4172955356,0,0,1
LPLIPAL1E140pp,2.076803632214E-29,0.4172955356,0.4172955356,0,0,1
LPLIPAL1E141pp,-2.076803632214E-29,0.4172955356,0.4172955356,0,0,0
LPLIPAL1E160pp,0,0.4172955356,0.4172955356,0,0,1
LPLIPAL1E161pp,0,0.4172955356,0.4172955356,0,0,1
LPLIPAL1E180pp,0,0.4172955356,0.4172955356,0,0,1
LPLIPAL1E181pp,0,0.4172955356,0.4172955356,0,0,1
LPLIPAL1G120pp,0,0.4205105449,0.4205105449,0,0,1
LPLIPAL1G140pp,0,0.4205105449,0.4205105449,0,0,1
LPLIPAL1G141pp,2.93183471861744E-30,0.4205105449,0.4205105449,0,0,1
LPLIPAL1G160pp,0,0.4205105449,0.4205105449,0,0,1
LPLIPAL1G161pp,0,0.4205105449,0.4205105449,0,0,1
LPLIPAL1G180pp,0,0.4205105449,0.4205105449,0,0,1
LPLIPAL1G181pp,0,0.4205105449,0.4205105449,0,0,1
LPLIPAL2A120,-1.02065779786173E-16,0.8301770604,0.8301770604,0,0,0
LPLIPAL2A140,0,0.8301770604,0.8301770604,0,0,1
LPLIPAL2A141,0,0.8301770604,0.8301770604,0,0,1
LPLIPAL2A160,1.24834940590598E-17,0.8301770604,0.8301770604,0,0,1
LPLIPAL2A161,0,0.8301770604,0.8301770604,0,0,1
LPLIPAL2A180,0,0.8301770604,0.8301770604,0,0,1
LPLIPAL2A181,0,0.8301770604,0.8301770604,0,0,1
LPLIPAL2ATE120,0,0,0,1,1,1
LPLIPAL2ATE140,0,-5.60519385729927E-44,-5.60519385729927E-44,0,0,1
LPLIPAL2ATE141,0,0,0,1,1,1
LPLIPAL2ATE160,0,0,0,1,1,1
LPLIPAL2ATE161,0,0,0,1,1,1
LPLIPAL2ATE180,0,-1.10459171965781E-29,-1.10459171965781E-29,0,0,1
LPLIPAL2ATE181,0,2.72097820193476E-29,2.72097820193476E-29,0,0,1
LPLIPAL2ATG120,0,0,0,1,1,1
LPLIPAL2ATG140,0,-1.00974195868289E-28,-1.00974195868289E-28,0,0,1
LPLIPAL2ATG141,0,0,0,1,1,1
LPLIPAL2ATG160,0,0,0,1,1,1
LPLIPAL2ATG161,0,5.04870979341447E-29,5.04870979341447E-29,0,0,1
LPLIPAL2ATG180,0,5.04870979341448E-29,5.04870979341448E-29,0,0,1
LPLIPAL2ATG181,0,-2.33878802563536E-29,-2.33878802563536E-29,0,0,1
LPLIPAL2E120,0,0.4833411131,0.4833411131,0,0,1
LPLIPAL2E140,0,0.4833411131,0.4833411131,0,0,1
LPLIPAL2E141,0,0.4833411131,0.4833411131,0,0,1
LPLIPAL2E160,0,0.4833411131,0.4833411131,0,0,1
LPLIPAL2E161,0,0.4833411131,0.4833411131,0,0,1
LPLIPAL2E180,0,0.4833411131,0.4833411131,0,0,1
LPLIPAL2E181,0,0.4833411131,0.4833411131,0,0,1
LPLIPAL2G120,0,0.5582960513,0.5582960513,0,0,1
LPLIPAL2G140,0,0.5582960513,0.5582960513,0,0,1
LPLIPAL2G141,0,0.5582960513,0.5582960513,0,0,1
LPLIPAL2G160,0,0.5582960513,0.5582960513,0,0,1
LPLIPAL2G161,0,0.5582960513,0.5582960513,0,0,1
LPLIPAL2G180,0,0.5582960513,0.5582960513,0,0,1
LPLIPAL2G181,0,0.5582960513,0.5582960513,0,0,1
LSERDHr,0,0.6751452043,0.6751452043,0,0,1
LYSDC,0,0.186574928,0.186574928,0,0,1
LYSTRS,0,0,0,1,1,1
LYSabcpp,0,3.1997476669,3.1997476669,0,0,1
LYSt2pp,0,7.39086768,7.39086768,0,0,1
LYSt3pp,0,7.39086768,7.39086768,0,0,1
LYStex,-0.1865749277,0,0.1865749277,0,0,1
LYXI,0,0,0,1,1,1
LYXt2pp,0,0,0,1,1,1
LYXtex,0,0,0,1,1,1
M1PD,0,0,0,1,1,1
MACPD,0,3.3497763078,3.3497763078,0,0,1
MALCOAMT,1.3505544923061E-14,1.40913401654234E-08,1.40913266598785E-08,0,0,1
MALDDH,0,0,0,1,1,1
MALDt2_2pp,0,0,0,1,1,1
MALDtex,0,0,0,1,1,1
MALS,-3.67842658796351E-16,0.3204811957,0.3204811957,0,0,0
MALTATr,0,0,0,1,1,1
MALTHXabcpp,0,0,0,1,1,1
MALTHXtexi,0,0,0,1,1,1
MALTPTabcpp,0,0,0,1,1,1
MALTPTtexi,0,0,0,1,1,1
MALTTRabcpp,0,0,0,1,1,1
MALTTRtexi,0,0,0,1,1,1
MALTTTRabcpp,0,0,0,1,1,1
MALTTTRtexi,0,0,0,1,1,1
MALTabcpp,0,0,0,1,1,1
MALTptspp,0,0,0,1,1,1
MALTtexi,0,0,0,1,1,1
MALt2_2pp,0,4.92724512,4.92724512,0,0,1
MALt2_3pp,0,3.69543384,3.69543384,0,0,1
MALt3pp,0,4.92724512,4.92724512,0,0,1
MALtex,-0.4298536805,0,0.4298536805,0,0,1
MAN1PT2,0,3.3497763078,3.3497763078,0,0,1
MAN6PI,0,0,0,1,1,1
MAN6Pt6_2pp,0,0,0,1,1,1
MAN6Ptex,0,0,0,1,1,1
MANAO,0,0,0,1,1,1
MANGLYCptspp,0,0,0,1,1,1
MANGLYCtex,0,0,0,1,1,1
MANPGH,0,0,0,1,1,1
MANptspp,0,0,0,1,1,1
MANtex,0,0,0,1,1,1
MCITD,0,0.7200660732,0.7200660732,0,0,1
MCITL2,0,0.7200660732,0.7200660732,0,0,1
MCITS,0,0.7200660732,0.7200660732,0,0,1
MCOATA,5.10836227595874E-33,3.3497763078,3.3497763078,0,0,1
MCPST,0,0,0,1,1,1
MCTP1App,0,0.0534798677,0.0534798677,0,0,1
MCTP1Bpp,0,0.0535573748,0.0535573748,0,0,1
MCTP2App,0,0.0356017231,0.0356017231,0,0,1
MDDCP1pp,0,0.0534025847,0.0534025847,0,0,1
MDDCP2pp,0,0.0356017231,0.0356017231,0,0,1
MDDCP3pp,0,0.0534025847,0.0534025847,0,0,1
MDDCP4pp,0,0.0534025847,0.0534025847,0,0,1
MDDCP5pp,0,0.0534798677,0.0534798677,0,0,1
MDDEP1pp,0,0.0534025847,0.0534025847,0,0,1
MDDEP2pp,0,0.0534798677,0.0534798677,0,0,1
MDDEP3pp,0,0.0534025847,0.0534025847,0,0,1
MDDEP4pp,0,0.0356017231,0.0356017231,0,0,1
MDH,-2.2550375793,4.5329134402882E-15,2.2550375793,0,0,0
MDH2,-2.32986366758421E-16,2.76,2.76,0,0,0
MDH3,0,2.746966902,2.746966902,0,0,1
ME1,-4.44E-16,0.5235072011,0.5235072011,0,0,0
ME2,0,0.7200660732,0.7200660732,0,0,1
MECDPDH5,0,0.0001386453,0.0001386453,0,0,1
MECDPS,0,0.0001386453,0.0001386453,0,0,1
MELIBt2pp,0,7.39086768,7.39086768,0,0,1
MELIBt3ipp,0,7.39086768,7.39086768,0,0,1
MELIBtex,0,0,0,1,1,1
MEOHtex,-1.80491479828772E-09,-1.37207988314552E-15,1.80491342620784E-09,0,0,1
MEOHtrpp,-1.80491479828772E-09,-1.37207988314552E-15,1.80491342620784E-09,0,0,1
MEPCT,3.21047442103373E-12,0.0001386453,0.0001386453,0,0,1
METAT,0,0.0608574333,0.0608574333,0,0,1
METDabcpp,0,0,0,1,1,1
METDtex,0,0,0,1,1,1
METOX1s,0,1.2401542607,1.2401542607,0,0,1
METOX2s,0,1.2401542607,1.2401542607,0,0,1
METS,-3.89825252501281E-11,0.0478513872,0.0478513872,0,0,0
METSOX1abcpp,0,0,0,1,1,1
METSOX1tex,0,0,0,1,1,1
METSOX2abcpp,0,0,0,1,1,1
METSOX2tex,0,0,0,1,1,1
METSOXR1,0,1.2401542607,1.2401542607,0,0,1
METSOXR2,0,1.2401542607,1.2401542607,0,0,1
METTRS,0,0,0,1,1,1
METabcpp,0,2.59769638149699E-16,2.59769638149699E-16,0,0,1
METtex,0,2.59769638149699E-16,2.59769638149699E-16,0,0,1
MG2t3_2pp,-7.39086767,0.0001744657,7.3910421357,0,0,0
MG2tex,0,0.0001744657,0.0001744657,0,0,1
MG2tpp,0,7.39086768,7.39086768,0,0,1
MG2uabcpp,0,2.7052720462,2.7052720462,0,0,1
MGSA,0,0.23,0.23,0,0,1
MI1PP,0,0,0,1,1,1
MICITDr,0,0.7200660732,0.7200660732,0,0,1
MINCYCtex,0,14.78173536,14.78173536,0,0,1
MINCYCtpp,0,14.78173536,14.78173536,0,0,1
MINOHPtexi,0,8.41451632235746E-30,8.41451632235746E-30,0,0,1
MLDCP1App,0,0.0534798677,0.0534798677,0,0,1
MLDCP1Bpp,0,0.0533255247,0.0533255247,0,0,1
MLDCP2App,0,0.0534798677,0.0534798677,0,0,1
MLDCP2Bpp,0,0.0534025847,0.0534025847,0,0,1
MLDCP3App,-7.23726692841892E-15,0.0535573748,0.0535573748,0,0,0
MLDEP1pp,0,0.0535573748,0.0535573748,0,0,1
MLDEP2pp,0,0.0534798677,0.0534798677,0,0,1
MLTG1,0,0,0,1,1,1
MLTG2,0,0,0,1,1,1
MLTG3,0,3.3497763078,3.3497763078,0,0,1
MLTG4,0,3.3497763078,3.3497763078,0,0,1
MLTG5,0,3.3497763078,3.3497763078,0,0,1
MLTGY1pp,0,0.0534025847,0.0534025847,0,0,1
MLTGY2pp,0,0.0534798677,0.0534798677,0,0,1
MLTGY3pp,0,0.0535573748,0.0535573748,0,0,1
MLTGY4pp,0,0.0356017231,0.0356017231,0,0,1
MLTP1,-3.3497762878,0,3.3497762878,0,0,1
MLTP2,-3.3497762878,0,3.3497762878,0,0,1
MLTP3,-3.3497762878,0,3.3497762878,0,0,1
MMCD,0,0.7200660732,0.7200660732,0,0,1
MMETt2pp,0,-3.15673413335085E-14,-3.15673413335085E-14,0,0,1
MMETtex,0,-3.15673413335085E-14,-3.15673413335085E-14,0,0,1
MMM,0,0.7200660732,0.7200660732,0,0,1
MN2t3pp,0,14.78173536,14.78173536,0,0,1
MN2tpp,0,14.78173536,14.78173536,0,0,1
MN6PP,0,3.3497763078,3.3497763078,0,0,1
MNLptspp,0,0,0,1,1,1
MNLtex,0,0,0,1,1,1
MNNH,0,0,0,1,1,1
MNt2pp,0,7.39086768,7.39086768,0,0,1
MNtex,0,1.38969213197004E-05,1.38969213197004E-05,0,0,1
MOADSUx,0,1.02948195751709E-05,1.02948195751709E-05,0,0,1
MOAT,0,0.0097,0.0097,0,0,1
MOAT2,0,0.0097,0.0097,0,0,1
MOAT3C,0,0.00485,0.00485,0,0,1
MOBDabcpp,0,2.86664667734901E-06,2.86664667734901E-06,0,0,1
MOBDtex,0,2.86664667734901E-06,2.86664667734901E-06,0,0,1
MOCDS,0,1.46470998112723E-07,1.46470998112723E-07,0,0,1
MOCOS,0,2.72017567923629E-06,2.72017567923629E-06,0,0,1
MOGDS,0,1.46470998112723E-07,1.46470998112723E-07,0,0,1
MOHMT,-5.55111512312578E-17,1.20524702909023E-05,1.20524702909578E-05,0,0,0
MOX,-2.5126866684,1.1272267897,3.6399134581,0,0,0
MPTAT,0,5.14740936160311E-06,5.14740936160311E-06,0,0,1
MPTG,0,0.0535573748,0.0535573748,0,0,1
MPTG2,0,0.0356017231,0.0356017231,0,0,1
MPTS,0,5.14740936173485E-06,5.14740936173485E-06,0,0,1
MPTSS,0,1.02948187234697E-05,1.02948187234697E-05,0,0,1
MSAR,0,0.2951618703,0.2951618703,0,0,1
MSO3abcpp,-4.74373053273529E-30,-2.52435489670724E-29,-2.04998184343371E-29,0,0,1
MSO3tex,-4.74373053273529E-30,-2.52435489670724E-29,-2.04998184343371E-29,0,0,1
